"datetime;biomass;hydropower;windOffshore;windOnshore;photovoltaics;otherRenewable;nuclear;brownCcoal;hardCoal;fossilGas;hydroPumpedStorage;otherConventional;totalGridLoad;residualLoad;reverseHydroPumpedStorage;sumConventional;sumRenewable"
"2022-07-18T01:15:00;1045;288;272;555;0;28;966;3223;1153;1158;47;271;10424;9597;254;6771;2235"
"2022-07-18T01:30:00;1045;287;275;568;0;28;967;3224;1154;1128;21;273;10380;9537;256;6746;2224"
"2022-07-18T01:45:00;1045;289;282;620;0;28;967;3219;1157;1131;18;273;10379;9478;373;6747;2282"
"2022-07-18T02:00:00;1043;285;293;640;0;28;967;3222;1161;1106;20;272;10290;9358;346;6728;2309"
"2022-07-18T02:15:00;1043;284;307;648;0;28;966;3220;1163;1149;14;272;10263;9308;410;6770;2324"
"2022-07-18T02:30:00;1042;286;324;635;0;28;967;3220;1166;1148;2;272;10250;9291;474;6773;2317"
"2022-07-18T02:45:00;1041;288;345;635;0;28;966;3218;1166;1150;1;271;10256;9276;527;6771;2338"
"2022-07-18T03:00:00;1041;286;363;647;0;28;967;3228;1147;1131;0;271;10302;9293;551;6744;2365"
"2022-07-18T03:15:00;1042;283;383;649;0;28;966;3221;1158;1185;1;273;10376;9344;661;6803;2386"
"2022-07-18T03:30:00;1043;279;424;634;0;28;966;3220;1162;1219;0;273;10382;9324;711;6840;2408"
"2022-07-18T03:45:00;1041;278;471;615;0;28;966;3224;1167;1270;0;273;10385;9299;764;6900;2433"
"2022-07-18T04:00:00;1041;278;521;642;0;28;976;3222;1187;1276;1;271;10439;9276;703;6932;2511"
"2022-07-18T04:15:00;1040;283;561;673;0;28;981;3227;1181;1293;2;271;10495;9262;702;6953;2587"
"2022-07-18T04:30:00;1040;305;619;668;0;28;981;3223;1181;1297;0;273;10570;9283;644;6955;2660"
"2022-07-18T04:45:00;1038;297;678;684;1;28;979;3208;1188;1325;0;273;10723;9360;648;6973;2726"
"2022-07-18T05:00:00;1037;285;731;730;2;28;979;3208;1193;1361;0;271;11022;9559;701;7012;2813"
"2022-07-18T05:15:00;1037;300;760;797;14;28;980;3217;1176;1357;0;271;11133;9561;580;7001;2936"
"2022-07-18T05:30:00;1037;317;826;870;45;28;981;3208;1181;1397;0;271;11280;9540;452;7038;3123"
"2022-07-18T05:45:00;1034;339;857;949;110;28;981;3195;1186;1516;13;271;11558;9642;433;7149;3330"
"2022-07-18T06:00:00;1035;315;864;958;218;28;982;3190;1170;1849;90;271;12307;10267;329;7462;3508"
"2022-07-18T06:15:00;1035;320;863;960;365;28;1002;3197;1180;1939;180;270;12683;10495;170;7588;3751"
"2022-07-18T06:30:00;1035;339;890;957;545;28;1006;3201;1179;1940;455;271;13049;10658;130;7597;4249"
"2022-07-18T06:45:00;1034;342;908;932;800;28;1006;3191;1178;1932;491;272;13359;10720;90;7579;4535"
"2022-07-18T07:00:00;1036;339;879;941;1128;28;1005;3175;1180;1917;634;275;13691;10744;30;7552;4985"
"2022-07-18T07:15:00;1036;339;871;899;1526;28;1007;3189;1196;1901;604;275;14028;10732;4;7568;5303"
"2022-07-18T07:30:00;1037;360;868;835;1976;28;1007;3203;1208;1890;561;272;14320;10642;4;7580;5665"
"2022-07-18T07:45:00;1039;330;866;743;2463;28;1007;3189;1208;1877;402;271;14505;10433;23;7552;5871"
"2022-07-18T08:00:00;1039;363;867;629;2981;28;1004;3170;1156;1912;766;284;14776;10300;32;7526;6673"
"2022-07-18T08:15:00;1039;321;888;562;3511;28;1006;3177;1128;1944;534;283;14942;9981;41;7538;6883"
"2022-07-18T08:30:00;1040;321;931;501;4010;28;1005;3172;1108;1926;248;284;14627;9186;96;7495;7079"
"2022-07-18T08:45:00;1039;314;904;423;4538;28;1004;3175;1137;1864;208;284;15380;9516;223;7464;7454"
"2022-07-18T09:00:00;1037;351;853;364;5039;28;1004;3182;1152;1862;484;283;15396;9140;53;7483;8156"
"2022-07-18T09:15:00;1036;332;821;330;5486;28;1003;3178;1155;1811;234;175;15576;8939;18;7322;8267"
"2022-07-18T09:30:00;1037;320;823;304;5916;28;1000;3171;1154;1757;51;175;15737;8695;134;7257;8479"
"2022-07-18T09:45:00;1036;321;818;263;6318;28;1000;3176;1157;1676;44;175;15898;8499;315;7184;8828"
"2022-07-18T10:00:00;1036;340;809;253;6712;28;1000;3172;1155;1710;233;175;15903;8129;161;7212;9411"
"2022-07-18T10:15:00;1034;336;801;276;7054;28;998;3171;1154;1656;71;175;16151;8020;211;7154;9600"
"2022-07-18T10:30:00;1035;326;804;294;7369;28;996;3173;1154;1582;51;175;16397;7930;395;7080;9907"
"2022-07-18T10:45:00;1035;325;799;298;7657;28;995;3177;1158;1575;10;175;16501;7747;565;7080;10152"
"2022-07-18T11:00:00;1030;328;787;283;7883;28;995;3167;1149;1528;28;175;16662;7709;413;7014;10367"
"2022-07-18T11:15:00;1035;328;774;283;8065;28;995;3179;1148;1522;19;175;16770;7648;470;7019;10532"
"2022-07-18T11:30:00;1035;339;782;289;8248;28;994;3181;1147;1536;1;175;16886;7568;574;7033;10722"
"2022-07-18T11:45:00;1036;335;792;294;8362;28;993;3167;1150;1545;0;175;16956;7508;678;7030;10847"
"2022-07-18T12:00:00;1036;336;804;309;8476;28;993;3180;1145;1381;0;175;16989;7400;747;6874;10989"
"2022-07-18T12:15:00;1033;329;803;324;8552;28;993;3185;1143;1390;1;175;16998;7318;953;6886;11070"
"2022-07-18T12:30:00;1032;333;798;332;8611;28;992;3185;1144;1412;1;175;17119;7379;1074;6908;11135"
"2022-07-18T12:45:00;1031;352;768;336;8598;28;992;3182;1144;1380;2;175;17165;7464;1088;6873;11115"
"2022-07-18T13:00:00;1032;375;735;338;8579;28;991;3176;1136;1380;2;175;17077;7426;1363;6858;11089"
"2022-07-18T13:15:00;1031;351;701;330;8569;28;990;3166;1137;1323;4;175;17015;7415;1348;6791;11014"
"2022-07-18T13:30:00;1032;343;661;334;8526;28;990;3146;1144;1323;1;175;16827;7306;1373;6778;10925"
"2022-07-18T13:45:00;1032;366;641;313;8475;28;989;3150;1144;1330;16;175;16736;7308;1485;6788;10871"
"2022-07-18T14:00:00;1032;353;607;293;8375;28;990;3105;1128;1339;13;175;16649;7373;1522;6737;10701"
"2022-07-18T14:15:00;1031;365;579;302;8266;28;989;3120;1212;1319;18;175;16622;7476;1495;6815;10589"
"2022-07-18T14:30:00;1029;394;564;306;8116;28;989;3159;1212;1343;16;175;16613;7626;1404;6878;10453"
"2022-07-18T14:45:00;1027;377;545;303;7939;28;989;3166;1227;1385;3;175;16506;7720;1368;6942;10222"
"2022-07-18T15:00:00;1027;350;512;296;7712;28;989;3164;1301;1494;1;175;16417;7898;1069;7123;9926"
"2022-07-18T15:15:00;1025;350;487;282;7462;28;988;3169;1287;1619;0;175;16260;8030;908;7238;9634"
"2022-07-18T15:30:00;1025;381;469;280;7205;28;989;3176;1304;1690;9;175;16095;8141;683;7334;9397"
"2022-07-18T15:45:00;1023;393;450;273;6938;28;988;3176;1311;1740;38;175;15922;8262;662;7390;9143"
"2022-07-18T16:00:00;1024;356;424;249;6651;28;986;3167;1333;1989;55;175;15791;8467;403;7650;8787"
"2022-07-18T16:15:00;1023;353;401;210;6333;28;988;3177;1336;2156;84;175;15655;8712;224;7832;8432"
"2022-07-18T16:30:00;1023;365;382;199;6019;28;988;3183;1355;2284;195;175;15455;8856;150;7985;8211"
"2022-07-18T16:45:00;1022;388;352;186;5648;28;988;3174;1377;2339;328;175;15239;9053;113;8053;7952"
"2022-07-18T17:00:00;1023;364;313;184;5221;28;989;3166;1397;2503;92;278;15347;9629;160;8333;7225"
"2022-07-18T17:15:00;1022;393;273;180;4794;28;989;3164;1412;2532;272;175;15262;10015;54;8272;6962"
"2022-07-18T17:30:00;1020;400;243;176;4349;28;988;3159;1441;2554;695;175;15277;10509;47;8317;6911"
"2022-07-18T17:45:00;1018;410;223;165;3918;28;987;3162;1456;2566;924;175;15242;10937;2;8346;6686"
"2022-07-18T18:00:00;1020;372;206;156;3463;28;987;3166;1459;2586;620;175;15076;11251;5;8373;5865"
"2022-07-18T18:15:00;1020;386;181;149;3043;28;986;3176;1462;2617;945;175;14947;11574;24;8416;5752"
"2022-07-18T18:30:00;1021;406;169;138;2591;28;986;3187;1463;2633;1257;175;14875;11977;1;8444;5610"
"2022-07-18T18:45:00;1019;420;154;127;2167;28;986;3221;1466;2685;1361;175;14810;12362;2;8533;5276"
"2022-07-18T19:00:00;1019;420;145;112;1769;28;985;3252;1459;2686;1432;176;14812;12786;4;8558;4925"
"2022-07-18T19:15:00;1019;424;138;97;1416;28;985;3286;1455;2700;1528;176;14732;13082;2;8602;4650"
"2022-07-18T19:30:00;1020;426;120;98;1096;28;986;3296;1458;2730;1534;176;14604;13289;2;8646;4322"
"2022-07-18T19:45:00;1019;432;107;114;844;28;987;3296;1459;2762;1619;176;14542;13477;1;8680;4163"
"2022-07-18T20:00:00;1020;431;97;132;623;28;986;3291;1480;2835;1738;175;14500;13649;1;8767;4069"
"2022-07-18T20:15:00;1020;410;106;143;439;28;986;3292;1515;2877;1619;175;14309;13621;1;8845;3765"
"2022-07-18T20:30:00;1021;403;103;169;290;28;985;3295;1517;2817;1767;175;14160;13598;1;8789;3781"
"2022-07-18T20:45:00;1023;401;102;195;161;28;986;3308;1521;2875;1679;175;13977;13519;1;8865;3589"
"2022-07-18T21:00:00;1023;403;110;230;67;28;988;3314;1520;2894;1686;175;13817;13410;1;8891;3547"
"2022-07-18T21:15:00;1025;402;113;264;19;28;987;3309;1521;2891;1553;175;13617;13222;1;8883;3404"
"2022-07-18T21:30:00;1026;403;106;273;3;28;988;3307;1533;2887;1480;175;13542;13161;1;8890;3319"
"2022-07-18T21:45:00;1026;401;103;305;0;28;988;3293;1530;2766;1478;175;13473;13065;2;8752;3341"
"2022-07-18T22:00:00;1027;412;94;348;0;28;987;3295;1523;2745;1585;175;13397;12955;2;8725;3494"
"2022-07-18T22:15:00;1027;402;90;399;0;28;987;3268;1512;2753;1470;175;13264;12775;3;8695;3416"
"2022-07-18T22:30:00;1028;400;97;439;0;28;987;3273;1500;2753;1356;175;13072;12536;2;8688;3348"
"2022-07-18T22:45:00;1027;391;102;476;0;28;988;3235;1514;2747;874;175;12836;12258;1;8659;2898"
"2022-07-18T23:00:00;1028;375;108;504;0;28;989;3186;1527;2741;930;169;12579;11967;13;8612;2973"
"2022-07-18T23:15:00;1028;376;110;525;0;28;988;3163;1530;2690;684;169;12381;11747;119;8540;2751"
"2022-07-18T23:30:00;1028;358;105;568;0;28;988;3171;1532;2636;463;169;12188;11515;98;8496;2550"
"2022-07-18T23:45:00;1027;364;108;606;0;28;990;3178;1509;2580;330;169;12023;11309;164;8426;2463"
"2022-07-19T00:00:00;1026;374;103;648;0;28;991;3196;1443;2562;236;175;11862;11111;66;8367;2415"
"2022-07-19T00:15:00;1026;354;111;676;0;28;991;3180;1425;2580;152;175;11778;10991;101;8351;2347"
"2022-07-19T00:30:00;1026;349;110;698;0;28;990;3177;1429;2573;74;175;11732;10925;172;8344;2285"
"2022-07-19T00:45:00;1026;349;112;730;0;28;991;3174;1436;2569;38;175;11699;10857;318;8345;2283"
"2022-07-19T01:00:00;1028;349;112;753;0;28;991;3168;1430;2577;52;177;11398;10533;74;8343;2322"
"2022-07-19T01:15:00;1028;350;123;744;0;28;992;3144;1443;2532;43;177;11315;10448;120;8288;2316"
"2022-07-19T01:30:00;1029;339;127;761;0;28;992;3118;1480;2533;44;177;11357;10469;230;8300;2328"
"2022-07-19T01:45:00;1030;339;133;756;0;28;993;3081;1520;2527;44;177;11368;10479;417;8298;2330"
"2022-07-19T02:00:00;1030;349;128;748;0;28;993;3049;1525;2523;73;177;11165;10289;370;8267;2356"
"2022-07-19T02:15:00;1030;342;131;758;0;28;993;3017;1530;2514;59;177;11038;10148;399;8231;2348"
"2022-07-19T02:30:00;1030;341;125;736;0;28;993;3021;1538;2512;64;173;11108;10247;460;8237;2324"
"2022-07-19T02:45:00;1029;340;111;730;0;28;993;3030;1543;2507;44;173;11091;10251;505;8246;2282"
"2022-07-19T03:00:00;1029;346;103;729;0;28;994;3048;1542;2512;14;176;11135;10302;668;8272;2249"
"2022-07-19T03:15:00;1028;344;95;706;0;28;995;3080;1543;2509;4;176;11127;10326;716;8303;2205"
"2022-07-19T03:30:00;1029;344;98;669;0;28;995;3096;1543;2516;5;176;11176;10409;727;8326;2173"
"2022-07-19T03:45:00;1027;347;103;637;0;28;996;3127;1527;2520;4;176;11125;10386;759;8346;2146"
"2022-07-19T04:00:00;1027;342;114;624;0;28;998;3178;1486;2523;5;173;11202;10464;762;8358;2140"
"2022-07-19T04:15:00;1027;342;116;609;0;28;998;3184;1453;2528;11;173;11207;10483;749;8336;2133"
"2022-07-19T04:30:00;1027;350;130;575;0;28;998;3198;1450;2527;13;173;11256;10552;709;8346;2123"
"2022-07-19T04:45:00;1026;362;134;590;1;28;998;3207;1449;2528;15;173;11372;10648;651;8355;2156"
"2022-07-19T05:00:00;1026;355;138;612;2;28;998;3210;1445;2529;10;169;11561;10810;474;8351;2171"
"2022-07-19T05:15:00;1026;352;148;605;14;28;998;3230;1446;2533;26;169;11694;10928;332;8376;2199"
"2022-07-19T05:30:00;1026;353;149;631;41;28;1000;3261;1447;2542;21;169;11825;11005;199;8419;2249"
"2022-07-19T05:45:00;1024;382;143;658;94;28;1000;3256;1449;2591;48;169;12116;11221;125;8465;2377"
"2022-07-19T06:00:00;1025;374;148;659;196;28;1000;3262;1464;2619;51;276;12728;11726;176;8621;2481"
"2022-07-19T06:15:00;1025;411;158;654;339;28;1001;3269;1468;2614;262;277;13187;12036;82;8629;2877"
"2022-07-19T06:30:00;1025;373;163;662;534;28;1000;3291;1479;2614;344;275;13572;12214;30;8659;3129"
"2022-07-19T06:45:00;1023;369;168;666;811;28;1000;3292;1479;2615;379;276;13911;12266;4;8662;3444"
"2022-07-19T07:00:00;1026;383;182;648;1152;28;1000;3291;1498;2628;812;281;14304;12322;3;8698;4231"
"2022-07-19T07:15:00;1026;372;199;639;1550;28;999;3329;1499;2628;698;278;14552;12164;4;8733;4512"
"2022-07-19T07:30:00;1026;370;222;610;1997;28;998;3341;1497;2626;491;282;14855;12027;19;8744;4744"
"2022-07-19T07:45:00;1025;378;220;565;2493;28;999;3338;1507;2615;286;281;15166;11887;57;8740;4995"
"2022-07-19T08:00:00;1028;431;233;498;3030;28;998;3330;1497;2601;862;281;15531;11769;4;8707;6110"
"2022-07-19T08:15:00;1028;399;229;433;3567;28;997;3336;1476;2589;684;281;15658;11429;3;8679;6368"
"2022-07-19T08:30:00;1028;391;216;362;4112;28;996;3332;1491;2585;342;281;15856;11167;6;8685;6479"
"2022-07-19T08:45:00;1026;404;200;303;4642;28;996;3309;1511;2585;247;278;15957;10812;110;8679;6850"
"2022-07-19T09:00:00;1028;428;191;252;5164;28;995;3264;1526;2576;767;277;15966;10360;3;8638;7858"
"2022-07-19T09:15:00;1027;416;181;217;5672;28;993;3169;1548;2543;585;280;16019;9950;3;8533;8126"
"2022-07-19T09:30:00;1027;391;181;194;6147;28;992;3168;1573;2549;183;277;16172;9651;14;8559;8151"
"2022-07-19T09:45:00;1025;390;176;179;6580;28;991;3157;1582;2501;138;279;16276;9341;150;8510;8516"
"2022-07-19T10:00:00;1021;408;166;186;6982;28;989;3124;1600;2490;338;281;16494;9161;33;8484;9129"
"2022-07-19T10:15:00;1019;387;159;195;7361;28;988;3121;1607;2390;51;277;16554;8839;47;8383;9200"
"2022-07-19T10:30:00;1019;386;155;222;7704;28;987;3131;1628;2385;29;279;16812;8732;314;8410;9543"
"2022-07-19T10:45:00;1020;378;142;260;8003;28;987;3128;1642;2353;22;280;16977;8573;542;8390;9853"
"2022-07-19T11:00:00;1019;429;131;310;8283;28;986;3122;1645;2327;47;279;17082;8359;442;8359;10247"
"2022-07-19T11:15:00;1019;402;121;341;8530;28;985;3124;1647;2210;48;284;17154;8163;486;8250;10489"
"2022-07-19T11:30:00;1018;383;119;365;8746;28;984;3126;1645;2127;36;284;17460;8231;530;8166;10695"
"2022-07-19T11:45:00;1017;380;118;386;8912;28;984;3123;1634;2052;13;284;17475;8059;643;8077;10854"
"2022-07-19T12:00:00;1018;403;110;399;9063;28;985;3133;1616;2028;37;285;17441;7869;692;8047;11058"
"2022-07-19T12:15:00;1015;381;100;418;9194;28;984;3128;1601;2023;7;284;17361;7650;830;8020;11143"
"2022-07-19T12:30:00;1015;371;97;424;9257;28;982;3136;1597;2002;0;284;17447;7670;989;8001;11192"
"2022-07-19T12:45:00;1015;365;94;425;9295;28;983;3138;1586;1985;0;282;17460;7646;1177;7974;11222"
"2022-07-19T13:00:00;1015;362;85;433;9345;28;983;3138;1567;1973;0;278;17462;7599;1260;7939;11268"
"2022-07-19T13:15:00;1016;373;83;436;9342;28;984;3139;1545;1923;3;181;17372;7512;1275;7772;11281"
"2022-07-19T13:30:00;1015;366;85;443;9311;28;981;3141;1541;1837;10;181;17268;7430;1296;7681;11258"
"2022-07-19T13:45:00;1016;359;85;445;9277;28;980;3126;1537;1801;15;279;17116;7309;1376;7723;11225"
"2022-07-19T14:00:00;1016;367;89;436;9181;28;982;3086;1505;1783;3;278;17084;7378;1487;7634;11120"
"2022-07-19T14:15:00;1015;361;95;433;9062;28;981;3106;1488;1727;2;279;17070;7480;1405;7581;10996"
"2022-07-19T14:30:00;1015;358;104;435;8912;28;981;3119;1491;1682;4;278;16982;7532;1411;7551;10856"
"2022-07-19T14:45:00;1015;383;113;437;8731;28;981;3119;1491;1750;4;278;16241;6961;1421;7619;10711"
"2022-07-19T15:00:00;1013;360;125;427;8534;28;980;3127;1520;1862;4;278;16768;7682;1283;7767;10491"
"2022-07-19T15:15:00;1012;365;144;425;8290;28;981;3125;1523;1830;5;278;16701;7843;1208;7737;10269"
"2022-07-19T15:30:00;1011;380;163;445;8041;28;981;3130;1522;1869;4;278;16489;7841;1103;7780;10072"
"2022-07-19T15:45:00;1009;388;181;453;7741;28;981;3123;1523;1904;4;278;16388;8013;934;7809;9804"
"2022-07-19T16:00:00;1008;360;211;484;7444;28;979;3116;1520;1984;9;280;16202;8064;761;7879;9544"
"2022-07-19T16:15:00;1005;363;244;493;7086;28;979;3124;1518;2004;8;279;16128;8306;444;7904;9227"
"2022-07-19T16:30:00;1006;376;268;525;6715;28;979;3115;1520;2056;64;279;15889;8381;241;7949;8982"
"2022-07-19T16:45:00;1003;403;305;544;6304;28;978;3106;1518;2198;182;279;15736;8583;58;8079;8769"
"2022-07-19T17:00:00;1004;356;344;563;5848;28;978;3099;1523;2291;156;277;15626;8872;68;8168;8299"
"2022-07-19T17:15:00;1002;429;368;592;5394;28;978;3046;1516;2375;325;277;15686;9334;9;8192;8138"
"2022-07-19T17:30:00;1006;448;406;648;4887;28;979;3012;1500;2402;732;277;15578;9638;1;8170;8155"
"2022-07-19T17:45:00;1007;427;442;680;4373;28;978;3008;1478;2403;1201;273;15547;10052;1;8140;8158"
"2022-07-19T18:00:00;1007;357;501;720;3850;28;977;2996;1494;2378;420;272;15474;10403;2;8117;6883"
"2022-07-19T18:15:00;1006;414;572;768;3318;28;979;2993;1517;2373;846;275;15350;10692;3;8137;6952"
"2022-07-19T18:30:00;1006;440;631;831;2784;28;978;3000;1542;2374;1282;275;15296;11051;1;8169;7002"
"2022-07-19T18:45:00;1005;445;597;908;2281;28;979;3013;1561;2358;1485;277;15331;11545;0;8188;6749"
"2022-07-19T19:00:00;1004;389;613;977;1806;28;977;2997;1533;2389;1503;277;15263;11867;1;8173;6320"
"2022-07-19T19:15:00;1005;417;677;1064;1394;28;978;3021;1514;2390;1519;275;15156;12022;1;8178;6104"
"2022-07-19T19:30:00;1007;410;743;1135;1047;28;977;3022;1483;2423;1562;275;15092;12167;0;8180;5932"
"2022-07-19T19:45:00;1005;408;799;1208;777;28;977;3036;1466;2454;1677;275;15002;12218;1;8208;5902"
"2022-07-19T20:00:00;1007;426;819;1317;573;28;978;3032;1470;2457;1899;275;14885;12176;0;8212;6069"
"2022-07-19T20:15:00;1010;430;853;1477;398;28;979;3035;1470;2467;1848;275;14848;12121;0;8226;6044"
"2022-07-19T20:30:00;1011;414;874;1635;244;28;979;3066;1469;2444;1736;276;14747;11995;0;8234;5942"
"2022-07-19T20:45:00;1010;368;889;1895;126;28;978;3083;1466;2399;1569;275;14608;11698;1;8201;5885"
"2022-07-19T21:00:00;1008;375;909;2273;46;28;979;3069;1467;2458;1313;268;14448;11221;1;8241;5952"
"2022-07-19T21:15:00;1010;354;956;2689;10;28;979;3055;1472;2488;1076;268;14284;10630;4;8262;6123"
"2022-07-19T21:30:00;1011;359;992;3012;1;28;980;3041;1472;2477;786;268;14215;10210;76;8238;6189"
"2022-07-19T21:45:00;1010;350;1000;3313;0;28;980;2980;1477;2441;499;270;14175;9862;200;8148;6200"
"2022-07-19T22:00:00;1010;366;955;3515;0;28;980;2969;1476;2410;594;270;14210;9740;66;8105;6468"
"2022-07-19T22:15:00;1010;355;962;3755;0;28;979;2967;1486;2254;528;271;14087;9370;169;7957;6638"
"2022-07-19T22:30:00;1015;355;969;3967;0;28;978;2969;1487;1957;348;272;13872;8936;196;7663;6682"
"2022-07-19T22:45:00;1015;353;993;4159;0;28;978;2963;1492;1854;260;273;13773;8622;480;7560;6808"
"2022-07-19T23:00:00;1015;370;1005;4271;0;28;981;2966;1487;1635;280;276;13540;8265;341;7345;6969"
"2022-07-19T23:15:00;1017;358;1010;4412;0;28;982;2968;1492;1524;150;274;13446;8025;413;7240;6975"
"2022-07-19T23:30:00;1017;344;1018;4483;0;28;982;2957;1508;1453;23;277;13319;7818;462;7177;6913"
"2022-07-19T23:45:00;1016;355;1037;4501;0;28;982;3006;1522;1390;13;277;13333;7795;845;7177;6950"
"2022-07-20T00:00:00;1015;362;1029;4561;0;28;983;3092;1524;1134;36;287;13309;7719;804;7020;7031"
"2022-07-20T00:15:00;1014;351;1037;4593;0;28;982;3085;1507;1012;11;285;13286;7656;884;6871;7034"
"2022-07-20T00:30:00;1015;336;1037;4573;0;28;982;3103;1502;948;0;287;13208;7597;1045;6822;6989"
"2022-07-20T00:45:00;1015;331;1036;4587;0;28;981;3107;1502;942;0;286;13179;7556;1132;6818;6997"
"2022-07-20T01:00:00;1016;344;992;4550;0;28;983;3124;1508;899;57;292;12892;7350;1005;6806;6987"
"2022-07-20T01:15:00;1016;334;994;4551;0;28;984;3130;1516;891;53;292;12798;7253;1044;6813;6976"
"2022-07-20T01:30:00;1014;329;998;4512;0;28;983;3114;1520;899;21;293;12741;7231;1116;6809;6902"
"2022-07-20T01:45:00;1014;359;1004;4454;0;28;983;3124;1518;896;14;291;12747;7289;1268;6812;6873"
"2022-07-20T02:00:00;1014;358;1025;4405;0;28;985;3136;1506;864;0;291;12666;7236;1413;6782;6830"
"2022-07-20T02:15:00;1013;364;1022;4337;0;28;984;3134;1505;858;0;291;12657;7299;1507;6772;6764"
"2022-07-20T02:30:00;1014;364;1019;4212;0;28;985;3132;1512;872;0;291;12649;7419;1480;6792;6637"
"2022-07-20T02:45:00;1013;363;1011;4130;0;28;985;3134;1514;877;0;293;12625;7484;1429;6803;6545"
"2022-07-20T03:00:00;1013;362;982;4052;0;28;987;3145;1510;886;1;293;12533;7499;1334;6821;6438"
"2022-07-20T03:15:00;1012;362;978;3967;0;28;988;3148;1509;899;17;292;12495;7550;1302;6836;6364"
"2022-07-20T03:30:00;1012;363;974;3887;0;28;988;3149;1512;933;17;292;12459;7598;1299;6874;6281"
"2022-07-20T03:45:00;1010;366;970;3820;0;28;987;3138;1511;989;26;292;12456;7667;1302;6917;6220"
"2022-07-20T04:00:00;1011;370;992;3791;0;28;988;3137;1512;1028;17;291;12634;7851;1363;6956;6209"
"2022-07-20T04:15:00;1011;371;988;3708;0;28;988;3146;1513;1058;17;292;12674;7978;1253;6997;6123"
"2022-07-20T04:30:00;1011;371;971;3703;0;28;988;3146;1514;1091;18;293;12663;7989;1100;7032;6102"
"2022-07-20T04:45:00;1009;372;954;3643;1;28;988;3146;1497;1108;23;291;12745;8148;936;7030;6030"
"2022-07-20T05:00:00;1008;380;987;3607;1;28;989;3146;1465;1128;18;287;12790;8195;829;7015;6029"
"2022-07-20T05:15:00;1010;402;969;3555;12;28;989;3151;1426;1125;24;288;12774;8238;615;6979;6000"
"2022-07-20T05:30:00;1010;403;947;3522;38;28;988;3158;1410;1149;51;289;12933;8425;416;6994;5999"
"2022-07-20T05:45:00;1007;439;925;3476;89;28;988;3147;1406;1208;78;287;13246;8755;190;7036;6042"
"2022-07-20T06:00:00;1008;408;921;3441;190;28;988;3148;1426;1381;171;283;13719;9167;26;7226;6167"
"2022-07-20T06:15:00;1008;415;919;3355;332;28;988;3159;1433;1428;542;283;14162;9557;1;7291;6599"
"2022-07-20T06:30:00;1008;433;910;3257;525;28;987;3151;1430;1479;780;281;14566;9875;1;7328;6941"
"2022-07-20T06:45:00;1008;430;906;3156;780;28;986;3152;1428;1606;860;281;14839;9997;1;7453;7168"
"2022-07-20T07:00:00;1010;428;919;3023;1101;28;986;3136;1432;1665;1172;279;15187;10144;1;7498;7681"
"2022-07-20T07:15:00;1010;436;930;2855;1483;28;988;2963;1425;1666;1239;279;15507;10239;1;7321;7981"
"2022-07-20T07:30:00;1009;433;932;2594;1912;28;988;2948;1428;1666;1259;280;15737;10300;1;7310;8167"
"2022-07-20T07:45:00;1008;435;931;2316;2383;28;988;2966;1432;1664;1293;280;15929;10299;1;7330;8394"
"2022-07-20T08:00:00;1010;428;949;2015;2909;28;987;3033;1438;1665;1303;286;16209;10337;1;7409;8642"
"2022-07-20T08:15:00;1012;440;945;1704;3427;28;987;3046;1438;1670;1237;285;16391;10315;1;7426;8793"
"2022-07-20T08:30:00;1014;442;942;1482;3937;28;988;3045;1439;1660;1220;286;16483;10121;1;7418;9065"
"2022-07-20T08:45:00;1012;429;936;1324;4423;28;986;3035;1439;1654;1101;285;16584;9901;1;7399;9253"
"2022-07-20T09:00:00;1011;381;1100;1240;4905;28;986;3024;1436;1616;449;288;16562;9317;21;7350;9114"
"2022-07-20T09:15:00;1011;370;1075;1167;5383;28;986;3066;1440;1511;363;288;16839;9213;89;7291;9397"
"2022-07-20T09:30:00;1012;384;990;1086;5852;28;986;3100;1440;1433;268;287;16950;9023;134;7246;9620"
"2022-07-20T09:45:00;1013;368;946;1070;6297;28;986;3107;1437;1382;85;287;17094;8782;218;7199;9807"
"2022-07-20T10:00:00;1010;394;886;1031;6693;28;985;3103;1420;1170;164;286;17103;8494;246;6964;10206"
"2022-07-20T10:15:00;1008;377;801;1009;7056;28;984;3073;1416;957;136;285;17161;8295;205;6715;10415"
"2022-07-20T10:30:00;1007;387;794;1054;7400;28;983;3072;1423;954;55;289;17307;8060;337;6721;10725"
"2022-07-20T10:45:00;1008;384;747;1069;7710;28;983;3073;1428;955;77;296;17454;7929;535;6735;11023"
"2022-07-20T11:00:00;1008;380;824;1118;7980;28;982;3086;1433;855;48;299;17457;7535;510;6655;11386"
"2022-07-20T11:15:00;1008;368;917;1168;8226;28;980;3076;1443;913;24;302;17633;7323;740;6714;11739"
"2022-07-20T11:30:00;1006;382;986;1230;8433;28;979;3053;1439;899;44;308;17753;7104;931;6678;12109"
"2022-07-20T11:45:00;1006;356;1111;1247;8613;28;978;3043;1440;868;18;310;17746;6775;1135;6639;12379"
"2022-07-20T12:00:00;1005;360;1168;1281;8745;28;978;3019;1399;825;6;312;17503;6308;1241;6533;12593"
"2022-07-20T12:15:00;1005;388;1167;1184;8808;30;980;3003;1356;819;10;318;18052;6892;1322;6476;12592"
"2022-07-20T12:30:00;1004;369;1215;1284;8877;30;978;2987;1324;813;0;319;18068;6693;1318;6421;12779"
